customer_id,review_id,product_parent,star_rating,helpful_votes,total_votes,vine,review_headline,review_body,review_date
51506595,ROWLEV98TI91S,179903806,3,0,0,N,I'm sure this would be great for some babies but since mine prefers his thumb ...,"I'm sure this would be great for some babies but since mine prefers his thumb he won't even try this out. We decided to go with a 5K platinum band thumb ring, you know just so he doesn't feel neglected.",8/17/2014
14901093,R1MDE6GTJW3IP4,179903806,5,29,29,N,Perfect!,"It goes wonderfully with my leaded crystal placenta serving bowl.  However, little Ainslee Quinoa prefers platinum to white gold.  I do hope in the future they will consider upgrading their material.  But I suppose for only 17K you get what you pay for.",12/24/2013
31995038,R3N3GU9HBE1OYW,179903806,2,8,14,N,not platinum?,"Why put all those diamonds on white gold? My one year old hates white gold. She prefers a stronger paci made of platinum. Although In the end it was worth selling our house and moving into an apartment to afford to buy her this. What kind of parent would NOT buy this for their child? A terrible one who does not value money, bling, and absolute ridiculousness! We are currently relocating to a tent to purchase one for our second born ...cuz we be good parents!!",12/22/2013
26157641,R3963DRKOR8H92,179903806,4,15,19,N,"Nice for the money, but be warned...","My firstborn LOVED this pacifier! He loved it so much, that when I finally decided to wean him off it and take it away at the age of 17, he cried for three days nonstop. I had to cut the tip off and say binky boken to get him to realize it was over and done with. Though I solved that problem, my wife was none too pleased with my actions. What's the big deal?",12/22/2013
26020577,R2K4SBWTM7IFSW,179903806,4,28,42,N,Only my first born..,I am SO glad I had three kids! I had to sell my first born to provide this for my third. My second child went blind when the sun caught the diamond at a strange angle but we are Adjusting well. The baby never cries anymore! Sure his head is buried on his chest due to the weight if the object and when he falls asleep with it in his mouth (on his back-clearly!) it is so weighed down into his mouth it NEVER falls out! He can't even flip over in his sleep thanks to the paci! We have been using this since day one and tomorrow he turns five. Thankful we bought this!,12/22/2013
13517167,R27BY7I5RKM7ZJ,179903806,5,13,24,N,This S*** is the Bomb,I go to da South side all da time to buy me some jewlereee my man dayday like it when I look fresh. I been puttin off buyin food for da kids to save for da dis. After all ain't school lunch free? I tell em to steal some of da lunches cuz they ain't eating at home. Dayday say I'm his gurl and dat he want me on the skeets to prove to him I kare so it been like a few years and I can finally come home and I got 17 grand for him. He said he need to buy dis for some hoodrat and that is having a baby...pssshhhh Laquonda is her name she b wanting dis for a baby shower gift. I ordered it online my mom's help me type my address in and it came da other day. I ain't never seen anything so shiny before it lit up my whole room. Well thanks to da amazon ppl dayday and laquonda took da pacifire and left me here with da kids.  But I gots a plan I'm gonna get me a job at da Popeye and find me a man.,12/3/2013
39971042,R269FXZFYQCH0J,179903806,5,33,50,N,Seperating the trash from the trailer,"So I was playing some scratch offs the other day and finally won big. 20,000 dollars, changed, my life. I am not so well eduracated and dont have my peeachdee or anything fancy like that. I am just a simple girl who got pregnant while working at the mac donalds. Now when I take my baby places people stop and stare. Every time I go to the walmart and swipe my EBT card the cashiers give my baby and her pacifier attention. I tell you what, nothing compliments 200 dollars in beef jerky like white gold in your babies lips.",7/28/2013
14486609,R1AFRKH28F24EG,179903806,5,55,85,N,Important: for all doorstep children!,"As is common in these free-thinking, immoral days an unwed single mother left her unwanted child on my doorstep. At first I tried to phone social services they called me a racist homophobe and hung up. The police were similarly unhelpful. What was I to do? My wife suggested drowning him, but the council forces us to sort our rubbish at gunpoint, and which recycling bag do babies go in? It was clearly not the answer.<br /><br />Several times I tried leaving him at the local park, but no-one would take him - not even the strange homeless man with the 'Jesus is Love' sandwich board. It looked like we were doomed to a life or depressing parental drudgery.<br /><br />Then we discovered the 3ct Diamond Pacifier. At first we were skeptical - diamonds are mined in the third world, where poor people live! But we did notice it is pleasingly shiny and pacifier-shaped. Anyway, for less than the price of buying up the whole planet's nuclear weapons, we were rid of our problem! We simply popped it in his mouth and left him in what the proletariat call a shopping mall. He was gone in seconds!<br /><br />Thank you! If only all of life's problems could be solved by buying a $17,000 diamond pacifier. Unfortunately only most of them can.",8/1/2012
14653886,R3AL5Y7YQ32NCY,179903806,4,114,143,N,Perfect for my little snowflake,"My daughter is the most precious little unique snowflake, and she deserves only the best items no matter what the cost. Would I ever put a non-diamond encrusted binky in my snookie-wookums mouth? No I wouldn't!  My little princess will be the most fashionable baby in the trailer park that I had to move into after buying this.",7/29/2012
33121570,RQLCASGJNBKEI,179903806,1,135,154,N,Color??? Clarity???,"This is a total ripoff.  It looks nice, but remember the 4 C's?  That's right, they tell you how many Carats, but what about cut, clarity, and color?  For my child, nothing less than a vs1 or an F will do.  Hold out for a better diamond.",7/28/2012
23058603,R2TBK6BG26FZVC,218530709,1,47,51,N,Horrible!!,I washed these pacifiers with soap and I rinsed it very well but I guess there was some soap stuck inside because when I gave it to my 2 week old daughter there was soap bubbles coming out of her mouth!!! When I took the paci from her it was full of soap!!,7/1/2015
2352471,R3P18RWD5Y8SLH,218530709,5,0,0,N,Five Stars,Excellent,10/7/2014
47733132,R3BO35MRRFPBHL,218530709,1,8,12,N,but then I read the fine print and it says it only comes with 2,"I just got these in the mail. There was only 2 and both were clear. After going back to see what I had purchased, the picture shows 4 for $5, but then I read the fine print and it says it only comes with 2. Learn my lesson! The picture is false advertising!",10/2/2014
36461161,R2PS8ZFD80Q4B6,218530709,3,0,0,N,Not bad..,"Not bad... didn't cause any &#34;nipple confusion&#34; for us and she'll take them into her mouth without a problem, the only thing I don't like is the handle. She is constantly accidentally hooking a finger around it pulling it out of her mouth.",9/17/2014
39246790,R1WMQB46FRUHSY,218530709,5,0,0,N,Five Stars,as expected,7/4/2014
12084007,R2MM6BHARST4RM,218530709,4,0,0,N,Preferred by both my babies,"Both of my children were pacifier babies and out of all the brands we tried this one has always been a favorite (it falls out of the newborn mouth much less often than other brands). As my children got older (1 year) they also liked the Nuk branded pacifiers. This one is easy to clean but it's important to check between the crack where the nipple and the plastic meets. I've found grime there so just wash regularly. You can also microwave it in water in the plastic box they come in to kill germs every so often.<br /><br />If you're looking for a complete list of things to add to your registry, visit the website, AllMomsArePerfect.com. In the baby gear essentials category you'll find a stroller shopping guide, crib buying guide, and a comprehensive article about what you need versus what you don't need (especially if you're a minimalist). There's also articles on what to expect at the hospital and during recovery and how to get the most sleep postpartum.",3/3/2014
10732110,R3OKNRXXL7N4UC,218530709,5,0,1,N,Most hygenic,"I got these as a gift at my shower.  This was for my second baby and I had used Nuks prior for the first.  I love these the best as they a) look so cute b) when they fall on the floor, the nipple falls up. I had them for awhile before I realized this advantage.  Somehow, the way it is designed, the outside is convex and the nipple almost always seems to fall up!  Easy to wash, I throw them in the dishwasher in my catchall basket.  They have held up very well. They also come in other colors.  I have clear and blue.  Love love love these!",1/16/2014
8189784,RLNRJNLCFQCDF,218530709,4,0,0,N,"Clear, no color","The pacifiers are fine.But beware: while the photo shows four colored pacifiers, what is shipped is a 2-pack of clear pacifiers.",1/15/2013
36434484,R9N1OI1JFEP55,218530709,5,0,0,N,Great paci!,We have used these pacifiers for several little ones & they are definitely our favorite pacifiers. The babies were very happy with them!,6/3/2012
25454420,R27ZRTGFBB87TW,218530709,5,0,0,N,Love these pacifiers!,"We had these for our little guy and loved them! We had a pack of green/blue and the colours were great and always seemed to match his outfit :) Also we loved the clear part, i really don't like some of the other soothers that make it look like the baby has a HUGE thing hanging out of his mouth. These are nice and discreet and lasted us 0-6mths. Then once he started crawling we lost them :( and since then have lost more than 15... will buy more for the next little guy!",3/2/2012
18440567,R183JJT0CPS09X,246038397,5,1,1,N,I think these are the best,"I have use these with 2 of my 4 children and am pregnant now...due today actually...and plan to use these again!<br />Coming from a breastfeeding mom, I personally am not too concerned with if it is &#34;orthodontic&#34; or not. I know that sounds bad but this is why.... Nipple confusion! These closely resemble mom's and also resemble how most breast milk bottles are shaped. I don't let my babies hold on to a pacifier too long anyway so the &#34;orthodontic&#34; aspect doesn't really apply. Even if you're formula feeding, most of the bottles like Avent, Gerber or even Medela and other popular brands of bottles are still shaped the same.<br />In the other reviews I read, I saw a lot of moms have a problem finding pacifier clips or holders that fit.<br />Here's a solution..!<br />I haven't found any that hold these except the ones specially designed for Soothies. They have some by Booginhead that have a loop you saddle tie through the holes on the base. I, personally, dont care for these the way they suggest to use them. The loop rubs against baby's face and sits right where their mouth is wet. Just makes for a chapped face waiting to happen. SO, my solution, I used my husbands drill and drilled a hole in the tab and looped a Booginhead through that. Im sure you could use anything to put the hold there. If you do this, make sure its a SMALL hole and its low enough down to the base you dont have to worry about it breaking.<br />There are also some by Bella Tunno or Ulububu that clips on the tab. These don't hold too well but I guess its personal preference if you want a clip that slips or a loop that can chap :D<br />Personally, I think Soothie should put a hole in the tab themselves. :) Problem solved!<br />So, long and short of it, I think these are the best!!",8/27/2015
45198305,R2XX7A3Q3XJER5,246038397,5,0,0,N,A must have,These are the only binky my newborn will take and work like a charm!,8/18/2015
2368806,R1NLVSC0XHRHX9,246038397,4,0,0,N,Philips Avent 2 Piece Free Soothie,Pacifiers are fine. They serve the purpose.,6/27/2015
41971210,ROJR2CXGHI6MX,246038397,5,0,0,N,Great item to have for new born,"Great item to have for new born. He loves this item over other new born pacifiers. He is 10 days old. And no worries he nurses as well. At the hospital they don't suggest new borns to use pacifiers, reason: may confuse them taking nipples. I have no problem, and he calms down very easily while I am changing him or putting him to sleep. I highly recommend it.<br />It doesn't have hole to put pacifier clip on, we made a little hole to attach it. No problem. Totally worth the money.",6/20/2015
37763025,R1TDOGB7XTUNH8,246038397,5,0,0,N,My first baby didn't like pacifers so the second time around I didn't give ...,"My first baby didn't like pacifers so the second time around I didn't give them much thought. I put these on my wish list as an after thought. Boy was I wrong about that. These might be the number one used baby product in our house (besides maybe mybreastfriend feeding pillow, that thing is magic!). I'm super glad I thought to add them to my registry.",6/17/2015
737123,RLD0I1128SYFU,246038397,4,0,0,N,love it,"Cute, love it",6/9/2015
43796813,R13473814XRU0V,246038397,5,0,0,N,"My baby is a fan, so Im a fan.",So cute and durable! My baby loves these.,6/8/2015
23538442,RWB9SVKRBCN7O,246038397,5,0,0,N,Very comforting to little ones,The local hospitals use these in the nursery but their are vanilla scented. Hold on to those pacifiers! The unscented take a little longer for our little ones to find comfort using.<br /><br />I like that the soothie portion is the same as on the Avent feeding system. I think it's comforting for baby to have same feel and shape when being fed for the first few months.<br /><br />These pacifiers last for a long time. I would recommend them to new moms.,6/8/2015
46319057,R14PKCA4LHAXAL,246038397,5,0,0,N,The only pacifier that my princess will use... so they must be the best.,"These Phillips Avent Soothie Pacifiers were the only kind that my daughter would use. My wife and I received several different kinds from baby showers, but my daughter would just spit them out and fuss even more than before. I don't know what it is about them that she likes so much, but they work wonders for calming her down.<br /><br />I also prefer these over others because of their simple design which makes cleaning and sanitizing easy.<br /><br />FYI: My daughter is 3 months old and we have been using these from week 1. If she changes her preference on pacifiers at any point, I'll be sure to update this review.",5/19/2015
52961514,R1KT46T4LSV7Q2,246038397,5,0,0,N,Highly recommended. Haven't found other pacifiers better than these,They are very soft and natural feeling. My baby loves them! Highly recommended. Haven't found other pacifiers better than these.,5/18/2015
46940738,R3H1OF8YJK8R1H,246038397,5,0,0,N,I love these pacifiers,"I love these pacifiers. My daughter has been using them since her first day of life and will refuse any of the traditionally shaped pacifiers. They are a little difficult to keep in their mouth for the first few weeks of life, but I prefer them over traditional binkies.",5/6/2015
26789525,R3N99YGUY3OKA5,246038397,4,1,1,N,They are a quality product made out of a sturdy material. We got several other brands of pacifiers ...,"I got one of these at the hospital. They are a quality product made out of a sturdy material. We got several other brands of pacifiers at our baby shower but this one seems to workout the best with our baby. She's not a huge fan of pacifiers in general, and only wants to take one when she is super fussy, or crying while she's waiting to eat. The Soothies are big enough and bold enough in color to find in the middle of the night in the crib, too, which is an extra bonus. They're also really easy to keep clean. You can also stick your pinky finger in the little hole on the nipple part, and that really seems to be something my daughter likes a lot.<br /><br />With all that said, the best part of all isn't advertised. These pacifiers are translucent, so when you put it in your baby's mouth, you can see the sucking action.",4/30/2015
43975204,R3JZWCKKXBZH8G,246038397,5,0,0,N,Five Stars,These are great for newborns. The only kind my daughter would take until about two months!,4/29/2015
11245125,R3SG5H5PDGQEU3,246038397,5,0,0,N,Five Stars,Excellent. Works much better than the &#34;orthodontic&#34; ones we also have. Never falls out,4/21/2015
297723,RIOMIZJGWXU05,246038397,5,0,1,N,Trusted,It works very well. Philips Avent has always been our trusted brand.,4/6/2015
33093688,R3EGQL4PVNMVAL,246038397,5,0,0,N,Five Stars,Perfect,3/25/2015
26880962,R1RUBRPPR3EUZC,246038397,5,0,0,N,amazing,"These are the only ones my daughters will use. I've boughten Atleast 10 packages because we are always losing tHem. They are amazing especially with the clips. I always have a couple spares in te diaper bag, true bed, and my beside table. Highly recommend",3/19/2015
26123755,RJMMOEX4QIWSV,246038397,2,1,2,N,Pick a paci that supports the shape of the palate - not this one.,"I don't like this paci because I think it was one of the factors into altering our son's palate shape. He was given this in the hospital and loved it. We were disheartened when the pediatrician recommended that we get rid of this as soon as she saw we were providing it to him. She said that the shape was not wide enough to support the palate.  She was right. We did switch him to a MAM and he is now Paci free, but I wish he hadn't started on this one. His mouth has a slight curvature now that may need braces for correction. Since neither his father nor I had braces as kids this is a huge bummer.",3/14/2015
41457952,RBNDG1UQENK1P,246038397,4,0,0,N,Good,My son used it in the hospital and didn't have a problem with it. Compared to other pacifiers these are a bit heavier which lead to it falling out of his mouth more often. They do get dirty easily with lint so watch out for that .,3/1/2015
2570950,R35Q9IQJUBHF6Y,246038397,5,0,0,N,Five Stars,nice look,2/28/2015
18411963,R2Z21Y1YCXKDK0,246038397,5,0,0,N,Buy plenty of these!,A must for a crying baby.,2/26/2015
47789701,R25IIAP6BOL40S,246038397,1,0,1,N,he loved it! 18 months later he went to the ...,This is my first review ever!  The hospital gave me this pacifier when my son was born...he loved it!  18 months later he went to the dentist because he had developed a significant overbite!?!  The dentist new exactly what pacifier he was using and I couldn't believe it!  I said &#34;No way!  The hospital gave it to me... it has to be good!&#34;  He said no they give them to you because they get them for free!  I was so mad!  No one in my family has a problem with any kind of overbite so I knew it had to be from this pacifier.  I have three boys all under the age of 6 and he is the only one that used a pacifier and he is the only one that has an overbite!!!!  My dentist told me to switch to MAM it is the only pacifier that will not affect the baby's teeth!  So i switched him over.  It took about a week or so but he finally took to it!  How I switched him over....he only gets his pacifier at nap and bedtime.  So as a treat I gave him the new MAM during the day.  He didn't love it right away but anything was better than nothing :) I always put both the old and new one in the bed with him.  Then finally about a week later I took away the old one and gave him only the MAM at nap and bed and he did<br /> fine! I hope this helps....,2/10/2015
16568210,R9CWD7EU1S7D2,246038397,5,0,0,N,Daughter's favorite,These were the only pacifiers my daughter would use! They are great!,2/6/2015
1016965,RLB56RZP0GT40,246038397,5,0,0,N,only binkies my boys will take,These are amazing! Tried buying all the cute pacifiers and they spit out all of them except soothies!,1/30/2015
6502972,R19C1L3DQ0DYM0,246038397,3,0,0,N,Thumb gets stuck.,My daughter LOVED these pacifiers. They worked amazingly until 7 months. That's when she really started messing with them and playing with them. Her thumb kept getting stuck. So I had to throw them all away and try to switch her over to a different kind. Ended up finding a pacifier by Gerber that she was willing to use.,1/29/2015
10428064,R1OBXOXRGXGQRP,246038397,4,0,0,N,Soothes my newborn well,"We were given one of these at the hospital by the person who tested our baby's hearing, and she took it relatively well.  I am exclusively breast feeding for now, and we've been given conflicting advice about pacifiers versus no pacifiers.  I'm a first time mom and adjusting to breast feeding.  I don't care what anyone says; it really isn't all that easy, but she and I are getting there.  Regardless, the pacifier doesn't seem to be harming her latch or making things any more difficult.  It also does seem to calm her down at times . . .it actually calmed her tonight when I couldn't get her to breast feed for whatever reason--couldn't get her to feed until she was calm and I needed the pacifier to help her calm down.  So, although I think you should do whatever works for you and your baby, these seem to be worth a try if you are interested in trying pacifiers.  The Ulubulu pacifier clips will work with this pacifier if you also are looking for clips.",1/18/2015
1459768,R3H30ZC257BHUW,246038397,5,0,0,N,i like it,Keeps em quiet and nice,1/5/2015
4944214,R2848CGVINO59M,246038397,5,0,0,N,Five Stars,great service and product!,11/12/2014
1950071,R1X8UB0W9F1S9B,246038397,2,0,0,N,get the flat one,"Only good when baby is 1 - 3 month. According to my dentist, this breast-shape pacifier may lead to some teeth problem to babies when intensively used. The flat one is better and recommend.",11/5/2014
47785,RHPS4XM57U2NN,246038397,5,0,0,N,So good!,So good!,10/26/2014
14492262,RAF4LW96IG4KC,246038397,1,0,1,N,Horrible for a growing palette; they should be discontinued!,"These pacifiers are horrible, I can't believe the hospital supplies them. My 1st daughter loved it, but little did I know- due to it's shape- it caused my daughter's palette to completely grow in a narrowed form, causing dental issues. After better understanding the mouth and how the palette forms, I highly suggest parent's go with something orthodontic. I was so upset that the hospital (medical staff) didn't have better knowledge to inform me of this before giving me this paci to try. These things should be taken off the market.",10/20/2014
3270539,RG424W46IDFOB,246038397,4,0,0,N,Good,"My newborn uses me as a pacifier so I got these for after nursing, they are great, he loves them. They do tend to fall out easily however.",10/18/2014
30033895,R3E39QAN7OKZLP,246038397,5,0,0,N,Five Stars,"Great find, easy to clean, and my newborn loves them.",10/13/2014
1033338,R1ABTIAG03ZP3W,246038397,5,0,0,N,Five Stars,the product is great,10/11/2014
28174210,R1Q5SJ76DSH1GW,246038397,5,0,0,N,hospitals use these for good reason!,"My baby had one pacifier from the nicu which she loved, and she kept it in place while sucking.  I used others that didn't seem to work for her, until I found these which are the same as what the hospital gave us!  With these she is instantly soothed and falls asleep easily.",10/7/2014
14866186,R2VTXH05D5ZYQA,246038397,5,1,1,N,Good Binky!,These are the only pacifiers that my daughter will use!,9/14/2014
17658084,R73PC2WL00CC2,246038397,5,0,0,N,Wouldn't pick any other!,We love this pacifier! When the hospital gave us this pacifier I was unsure if I was going to be able to find it at the store. We were very pleased that we were able to get them in girl colors too! They are easy to clean and now that my daughter is getting older it is easy for her to hold on to as well. I would definitely recommend this pacifier!,9/10/2014
2355852,R2OABB0T92NA53,246038397,5,0,0,N,Five Stars,PERFEITA!,9/4/2014
20323934,R1N1EXN3YGO877,246038397,5,1,1,N,It also seems to be the best as far a sucking for breast feeding babies,"These are the same pacifiers that we got from the hospital an the only one that my daughter will take. It also seems to be the best as far a sucking for breast feeding babies. While I don't like giving her a paci so soon, sometimes it is a lifesaver (traffic lights in the car, for example).",7/29/2014
31265054,R3G0JDUV3O3O5Z,246038397,5,0,0,N,Five Stars,ok,7/15/2014
13489189,RV67YH6SSKV24,246038397,1,0,1,N,Not suitable for newborn,"The pacifier doesn't stay in my newborn's mouth unless his head is facing up. It rarely stays in when he tilts his head to the side, which is a majority of the time. Its also difficult for him to latch onto it. The nipple design is flawed.",7/11/2014
27737895,R37AKQLHKTAFAY,246038397,5,0,0,N,Five Stars,Great pacifiers!,6/28/2014
